p,p_index,dataset_index,initialization,A,B,C,alpha,beta,g12,g13,g23,D,empirical_loss,empirical_optimum,optimization_error,gradient_norm,is_best
0.0,0,7,5,0.0,0.9810319757156647,0.9968967744949737,1.5707963268219471,1.5707963267496865,1.0,7.31730781732753e-22,2.0439548737304178e-21,1.0,2.7554633153303855e-21,0.0,2.7554633153303855e-21,9.013964391415646e-11,0
0.0,0,7,6,0.0,0.9810319757156647,0.9968967744949737,1.5707963268000893,1.570796326844075,1.0,2.6963862215507095e-23,2.418512849575927e-21,1.0,2.437460069839093e-21,0.0,2.437460069839093e-21,9.805153253992994e-11,0
0.0,0,7,7,0.0,0.9810319757156647,0.9968967744949737,1.5707963267647456,1.5707963267455973,1.0,9.090860600787895e-22,2.43042025048723e-21,1.0,3.31472060199265e-21,0.0,3.31472060199265e-21,9.829261154810156e-11,0
0.0,0,8,0,0.0,0.9566539066318434,0.9723601571585606,1.5707963267462495,1.5707963267904468,1.0,2.3665449687940776e-21,1.9801032551021552e-23,1.0,2.2832182247400013e-21,0.0,2.2832182247400013e-21,9.307696757990491e-11,1
0.0,0,8,1,0.0,0.9566539066318434,0.9723601571585606,1.5707963268425955,1.5707963268341811,1.0,2.275184552152151e-21,1.5432730685172651e-21,1.0,3.677181433566798e-21,0.0,3.677181433566798e-21,9.126266784436759e-11,0
0.0,0,8,2,0.0,0.9566539066318434,0.9723601571585606,1.570796326759264,1.5707963268434006,1.0,1.2696871148642571e-21,2.3526407711539866e-21,1.0,3.502265288611933e-21,0.0,3.502265288611933e-21,9.432676935822009e-11,0
0.0,0,8,3,0.0,0.9566539066318434,0.9723601571585606,1.5707963267444072,1.5707963268248886,1.0,2.5491847308070253e-21,8.995169234860677e-22,1.0,3.313341948540482e-21,0.0,3.313341948540482e-21,9.660186238409015e-11,0
0.0,0,8,4,0.0,0.9566539066318434,0.9723601571585606,1.5707963268383929,1.5707963268429586,1.0,1.8919243231132678e-21,2.3099498451831333e-21,1.0,4.056019989248778e-21,0.0,4.056019989248778e-21,9.346702638234058e-11,0
0.0,0,8,5,0.0,0.9566539066318434,0.9723601571585606,1.5707963267681648,1.5707963267475569,1.0,7.145885524784456e-22,2.2410518313829542e-21,1.0,2.8627234413269087e-21,0.0,2.8627234413269087e-21,9.206257147281252e-11,0
0.0,0,8,6,0.0,0.9566539066318434,0.9723601571585606,1.570796326845159,1.570796326784966,1.0,2.5263088163346147e-21,9.861606359022096e-23,1.0,2.512693529595923e-21,0.0,2.512693529595923e-21,9.616744192106019e-11,0
0.0,0,8,7,0.0,0.9566539066318434,0.9723601571585606,1.5707963268165575,1.5707963268450167,1.0,4.691917324913943e-22,2.5120213201676956e-21,1.0,2.8914435495111706e-21,0.0,2.8914435495111706e-21,9.746951640917495e-11,0
0.0,0,9,0,0.0,1.0127846546145647,0.9751529657129925,1.5707963267948877,1.570796326746725,1.0,7.997754478031534e-29,2.3204961144600665e-21,1.0,2.2628387489412393e-21,0.0,2.2628387489412393e-21,9.394921687747925e-11,1
0.0,0,9,1,0.0,1.0127846546145647,0.9751529657129925,1.5707963268425689,1.5707963268037253,1.0,2.272643354393927e-21,7.79451368210247e-23,1.0,2.3777067460758666e-21,0.0,2.3777067460758666e-21,9.656344510678646e-11,0
0.0,0,9,2,0.0,1.0127846546145647,0.9751529657129925,1.570796326839757,1.5707963268114886,1.0,2.012444401777862e-21,2.752944582285751e-22,1.0,2.3066270157715527e-21,0.0,2.3066270157715527e-21,9.08675991492152e-11,0
0.0,0,9,3,0.0,1.0127846546145647,0.9751529657129925,1.570796326797627,1.5707963268430047,1.0,7.455200335822553e-24,2.314391486144035e-21,1.0,2.264436234031454e-21,0.0,2.264436234031454e-21,9.382555738453008e-11,0
0.0,0,9,4,0.0,1.0127846546145647,0.9751529657129925,1.5707963268049878,1.5707963268433764,1.0,1.018323159805691e-22,2.350293484326959e-21,1.0,2.3950298685063386e-21,0.0,2.3950298685063386e-21,9.455049130391432e-11,0
0.0,0,9,5,0.0,1.0127846546145647,0.9751529657129925,1.5707963267775167,1.570796326843497,1.0,3.020621944483786e-22,2.3619984680126963e-21,1.0,2.6092337663686443e-21,0.0,2.6092337663686443e-21,9.478564012005867e-11,0
0.0,0,9,6,0.0,1.0127846546145647,0.9751529657129925,1.5707963268405158,1.5707963268288727,1.0,2.081113679939627e-21,1.1543749628352336e-21,1.0,3.2334121681049044e-21,0.0,3.2334121681049044e-21,9.240490185633606e-11,0
0.0,0,9,7,0.0,1.0127846546145647,0.9751529657129925,1.5707963267461489,1.5707963267979619,1.0,2.3763415503998536e-21,9.39584669190581e-24,1.0,2.4158846441349513e-21,0.0,2.4158846441349513e-21,9.874191347485231e-11,0
0.0,0,10,0,0.0,0.9785292414933464,1.001125068902119,1.570796326843017,1.5707963267937615,1.0,2.3155666716930664e-21,1.2885729071533436e-24,1.0,2.2671397215195483e-21,0.0,2.2671397215195483e-21,9.417431044997531e-11,0
0.0,0,10,1,0.0,0.9785292414933464,1.001125068902119,1.570796326756798,1.5707963267474119,1.0,1.4515106818554876e-21,2.2548009207958865e-21,1.0,3.677683373727883e-21,0.0,3.677683373727883e-21,9.507633538732521e-11,0
